// Nombre d'états (#T), de HAPS (#H), de positions envisageables pour le déploiement (#E) de types de communication (#C), d'unités (#U) et de bases (#B)
50, 10, 68, 5, 15, 1

// Altitude de déploiement des HAPS (A)
20

// Nombre de relais par type de communication (R_1, R_2, ...)
4, 4, 4, 4, 4

// Types de communication de chaque unité (C_u)
1
3, 1
1
5, 4, 2, 1
5, 3, 2
5, 4
1, 3, 5
2
3, 1, 5, 2
3, 1, 5, 4
1, 5
1, 2, 5, 4, 3
1, 4, 5, 3, 2
1, 3
3

// Portée de chaque unité par type de communication (P_u)
146
163, 101
156
86, 121, 158, 169
151, 147, 120
94, 128
150, 98, 135
106
92, 108, 132, 157
135, 146, 140, 124
134, 130
148, 95, 132, 153, 126
124, 102, 128, 133, 127
95, 130
114

// Types de communication de chaque base (C_b)
1, 2, 3, 4, 5

// Positions des bases (x_b, y_b)
482, 658

// Positions envisageables pour le déploiement d'un HAPS (x_e, y_e)
0, 0
200, 0
400, 0
500,0
600, 0
800, 0
1000, 0
0, 100
200, 100
400, 100
500, 100
600, 100
800, 100
1000, 100
0, 200
200, 200
400, 200
600, 200
800, 200
1000, 200
0, 300
200, 300
400, 300
600, 300
800, 300
1000, 300
0, 400
200, 400
400, 400
600, 400
800, 400
1000, 400
0, 500
200, 500
400, 500
600, 500
800, 500
1000, 500
0, 600
200, 600
400, 600
600, 600
800, 600
1000, 600
0, 700
200, 700
400, 700
600, 700
800, 700
1000, 700
0, 800
200, 800
400, 800
600, 800
800, 800
1000, 800
0, 900
200, 900
400, 900
600, 900
800, 900
1000, 900
0, 1000
200, 1000
400, 1000
600, 1000
800, 1000
1000, 1000

// Poids et puissance maximale de chacun des HAPS (W_h, P_h)
10000, 10000
10000, 10000
10000, 10000
10000, 10000
10000, 10000
10000, 10000
10000, 10000
10000, 10000
10000, 10000
10000, 10000

// Poids, puissance et portée de chacun des relais de type 1 (w_r, p_r, s_r)
41, 45, 150
58, 54, 150
55, 49, 150
49, 59, 150

// Poids, puissance et portée de chacun des relais de type 2 (w_r, p_r, s_r)
56, 60, 150
47, 48, 150
48, 48, 150
58, 43, 150

// Poids, puissance et portée de chacun des relais de type 3 (w_r, p_r, s_r)
52, 51, 150
46, 58, 150
44, 40, 150
57, 60, 150

// Poids, puissance et portée de chacun des relais de type 4 (w_r, p_r, s_r)
46, 46, 150
51, 41, 150
43, 54, 150
56, 51, 150

// Poids, puissance et portée de chacun des relais de type 5 (w_r, p_r, s_r)
46, 50, 150
50, 43, 150
54, 52, 150
47, 55, 150
